Ciclo,RMP,DESC_FIN,DESC_PROPOSITO,DESC_PP,DESC_AI
2015,4R903,Contribuir a mejorar las condiciones de seguridad y justicia mediante los tiempos de operación del BUS de integración de Plataforma México.,Los ususarios de las instituciones de segruidad en los tres ordenes de gobierno cuentan con herramientas de Plataforma Mexico en los procesos implementados en materia de infraestructura tecnológica de seguridad pública.|,Plataforma México,Coordinación del Sistema Nacional de Seguridad Pública
2015,4R906,"Contribuir a mejorar las condiciones de seguridad y justicia mediante la política de socorro de ley, basada en la manutención de internos del fuero federal recluidos en Centros Penitenciarios Estatales, Municipales y del Distrito Federal","Para los internos del fuero federal recluidos en los Estados, Municipios y el Distrito Federal, se efectua el cálculo de cuota alimentaria por concepto de socorro de ley|",Pago de cuota alimenticia por internos del fuero federal en custodia de los Gobiernos Estatales,Sistema penitenciario que garantice la ejecución de las resoluciones jurídicas y contribuya a la readaptación social
2015,4U001,"Contribuir a desarrollar políticas integrales de población y migración, que contribuyan a la inclusión, la prosperidad y el ejercicio de derechos mediante la adopción del Formato Único de Acta de Nacimiento",Que las Entidades Federativas reciban apoyo por parte de la Secretaría de Gobernación para la modernización tecnológica de los Registros Civiles|,Modernización Integral del Registro Civil con Entidades Federativas,Sistema de Identificación Personal
2015,4U002,Contribuir a mejorar las condiciones de seguridad y justicia mediante el fortalecimiento de las instituciones de seguridad pública en los municipios beneficiarios del SUBSEMUN,Los municipios beneficiarios del SUBSEMUN cuentan con elementos capacitados|,"Otorgamiento de subsidios en materia de Seguridad Pública a Entidades Federativas, Municipios y el Distrito Federal",Coordinación del Sistema Nacional de Seguridad Pública
2015,4U003,Contribuir a mejorar las condiciones de seguridad y justicia mediante el fortalecimiento de las instituciones de seguridad pública en materia de mando policial,Fortalecer a las instituciones de seguridad pública en materia de mando policial a través de la integración de elementos confiables y capacitados.|,Otorgamiento de subsidios para las entidades federativas para el fortalecimiento de las instituciones de seguridad pública en materia de mando policial,Coordinación del Sistema Nacional de Seguridad Pública
2015,4U004,Contribuir a mejorar las condiciones de seguridad y justicia mediante el impulso a la Implementación del Sistema Penal Acusatorio y la firma de convenios con las entidades federativas.,"Las Entidades Federativas reciban los recursos de los subsidios, con la finalidad de continuar la Reforma del Sistema de Justicia Penal.|",Otorgamiento de subsidios para la implementación de la reforma al sistema de justicia penal,"Política interior y las relaciones del Ejecutivo Federal con el Congreso de la Unión, Entidades Federativas y Asociaciones Políticas y Sociales"
2015,4U006,Contribuir a mejorar las condiciones de seguridad y justicia mediante la organización y participación de la ciudadanía,"Las entidades federativas, los municipios y las delegaciones del Distrito Federal, implementan programas locales integrales para la prevención social de la violencia y la delincuencia con participación ciudadana.|",Programa Nacional de Prevención del Delito,Prevención del delito con perspectiva nacional
2015,5E001,"Contribuir a proteger los intereses y derechos de las personas mexicanas en el extranjero, fomentando así la inclusión en el país mediante el fomento de su participación en los espacios de reunión del IME.",La población mexicana que reside en diversas comunidades en el exterior cuente con información de los programas y servicios que el gobierno de México a través del Instituto de los Mexicanos en el Exterior desarrolla.|,Atención a las comunidades mexicanas en el exterior,"Protección, asistencia y servicios eficientes y suficientes para los mexicanos en el exterior o que viajan al exterior"
2015,5E002,"Contribuir a proteger los intereses y derechos de las personas mexicanas en el extranjero, fomentando así la inclusión en el país mediante Contribuir a velar por los intereses y defensa de los derechos de los mexicanos en el extranjero, mediante la atención de casos de asistencia y protección consular.","Personas de nacionalidad mexicana, resuelven su problemática de asistencia y protección consular.|",Protección y asistencia consular,"Protección, asistencia y servicios eficientes y suficientes para los mexicanos en el exterior o que viajan al exterior"
2015,5E003,"Contribuir a proteger los intereses y derechos de las personas mexicanas en el extranjero, fomentando así la inclusión en el país mediante la prestación de servicios de documentación consular y migratoria por parte de las representaciones de México en el exterior.",Los mexicanos y extranjeros reciben servicios de documentación consular y migratoria estandarizados por parte de las representaciones de México en el exterior y sus delegaciones|,Expedición de pasaportes y servicios consulares,"Protección, asistencia y servicios eficientes y suficientes para los mexicanos en el exterior o que viajan al exterior"
2015,5E004,"Contribuir a proteger los intereses y derechos de las personas mexicanas en el extranjero, fomentando así la inclusión en el país mediante mediante el apoyo de la toma de decisiones en materia de derecho internacional.",Las entidades del Gobierno Federal y nacionales mexicanos asesorados para su defensa en litigios internacionales.|,Defensa de los intereses de México y de sus nacionales en litigios internacionales,Asistencia jurídica para la defensa eficiente de México y de sus nacionales
2015,5E005,Contribuir a impulsar relaciones bilaterales que contribuyan a ampliar la presencia de México en el mundo mediante el fortalecimiento de las relaciones politicas y de cooperación con los países fronterizos.,Autoridades mexicanas involucradas en la coordinación de mecanismos para el cumplimiento de los Tratados Internacionales en materia de limites y aguas en la frontera norte y sur del país.|,Preservación de la integridad territorial y delimitación de las fronteras del país.,Delimitación y supervisión eficiente de la integridad territorial de México
2015,5E006,"Contribuir a promover a México mediante la difusión de sus fortalezas y oportunidades en materia económica, turística y cultural mediante actividades de difusión y cursos de capacitación en materia de diplomacia, política exterior y promoción económica, turística y cultural dirigidos a miembros del Servicio Exterior Mexicano, personal de las representaciones en el exterior, de la Secretaría de Relaciones Exteriores y personas de interés.","Los miembros del Servicio Exterior Mexicano, de la Secretaría de Relaciones Exteriores, personal de las representaciones en el exterior y de otras dependencias, cuentan con una oferta de capacitación en materia de diplomacia, política exterior y promoción económica, turística y cultural.|",Fortalecimiento de las capacidades del Servicio Exterior Mexicano y de la Cancillería.,Servicio Exterior Mexicano capacitado y actualizado
2015,5K024,,,Otros proyectos de infraestructura gubernamental  ,"Protección, asistencia y servicios eficientes y suficientes para los mexicanos en el exterior o que viajan al exterior"
2015,5K025,"Contribuir a proteger los intereses y derechos de las personas mexicanas en el extranjero, fomentando así la inclusión en el país mediante El impulso de asuntos de interés para México en los ámbitos bilateral y multilateral.",La Secretaría de Relaciones Exteriores cuenta con un inmueble para sus operaciones.|,Proyectos de inmuebles (oficinas administrativas),Vínculos políticos con el exterior que benefician los intereses nacionalesServicios de apoyo administrativo|Participación activa en los foros multilaterales que logra decisiones que favorecen los intereses nacionales
2015,5M001,,,Actividades de apoyo administrativo,Servicios de apoyo administrativo
2015,5O001,,,Actividades de apoyo a la función pública y buen gobierno,Función pública y buen gobierno
2015,5P001,Contribuir a impulsar una política de cooperación internacional para el desarrollo en beneficio de México y de otros países mediante la coordinación y ejecución de la cooperación internacional para el desarrollo ampliando la presencia de México en el exterior.,"Los proyectos de cooperación internacional para el desarrollo coordinados por la AMEXCID, procuran el intercambio del conocimiento entre un mayor número de personas.|","Planeación, ejecución, seguimiento y evaluación de programas, proyectos y acciones de cooperación internacional y de promoción económica y cultural de México","Concertación, coordinación y fomento de la cooperación internacional para el desarrollo y promoción económica y cultural de México"
